[pad],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[unk],1,0.059803105890750885,0.439997136592865,0.7391843199729919,0.3468516170978546,0.44248631596565247,0.6181986331939697,0.20027676224708557,0.2395188808441162,0.24905335903167725,0.44196817278862,0.9422440528869629,0.9183582663536072,0.2948560118675232,0.7074666023254395,0.2626741826534271,0.6496101021766663,0.8969539403915405,0.3091437816619873,0.6988469958305359,0.873833179473877,0.5564227104187012,0.07723261415958405,0.10713537782430649,0.22916263341903687,0.17491161823272705,0.44001656770706177,0.9590681195259094,0.655858039855957,0.7480340003967285,0.8794407248497009,0.47871720790863037,0.4321863055229187
[sep],2,0.7247427701950073,0.5583134293556213,0.7426111698150635,0.7237005233764648,0.029531022533774376,0.14131900668144226,0.7488071918487549,0.8802202343940735,0.2771065831184387,0.7178428173065186,0.6660937070846558,0.6864742040634155,0.9019709229469299,0.09360966086387634,0.5354945063591003,0.21932747960090637,0.7465208172798157,0.5321979522705078,0.761888861656189,0.2564200460910797,0.9555019736289978,0.7038454413414001,0.9553948044776917,0.47545942664146423,0.6423916220664978,0.8691739439964294,0.21307437121868134,0.45578986406326294,0.33171790838241577,0.6619334816932678,0.24973677098751068,0.7117832899093628
，,4,-1.1336095333099365,0.8192168474197388,2.8375353813171387,-1.0199179649353027,-1.8924273252487183,-0.7056729197502136,1.7941219806671143,-0.8305095434188843,0.7404311299324036,3.1086905002593994,1.6717041730880737,1.0115758180618286,0.47327661514282227,-0.05062457174062729,1.1306571960449219,-0.3980696499347687,2.318377733230591,-0.10912397503852844,0.6945347785949707,-1.2643743753433228,0.17863430082798004,1.118889331817627,0.08542553335428238,0.8642059564590454,0.8043824434280396,3.121878147125244,-4.924495697021484,0.5980095863342285,-0.7900657653808594,1.740338921546936,0.2456056773662567,-2.96181583404541
),5,-1.8062421083450317,1.5576661825180054,0.8076704740524292,-1.9180071353912354,-0.03806864842772484,-0.7519657611846924,1.1732155084609985,2.442633867263794,3.502469539642334,4.762874603271484,1.1425944566726685,2.9448440074920654,-2.463818311691284,2.7831130027770996,-2.0393333435058594,-1.2750667333602905,1.7227938175201416,0.3035423159599304,-3.411985158920288,-3.4288852214813232,-1.1662168502807617,0.9221614599227905,-5.751132488250732,-0.054555173963308334,-1.103773593902588,-5.018421649932861,2.9382646083831787,3.0197274684906006,1.2645739316940308,-1.3828778266906738,0.5308218002319336,1.9081456661224365
(,6,-2.686713218688965,2.392815589904785,1.242271065711975,-0.9844839572906494,0.6155754923820496,-0.06937211006879807,0.4562382400035858,3.5437684059143066,3.684446334838867,4.523189544677734,1.6598931550979614,3.05867862701416,-3.0805599689483643,3.083585023880005,-1.7266371250152588,-2.359165668487549,2.3231680393218994,-0.6002655625343323,-4.341783046722412,-4.387490749359131,-0.751147985458374,0.7480460405349731,-4.956152439117432,-0.24705657362937927,-0.9339908361434937,-4.854179382324219,1.7174540758132935,3.1105549335479736,1.2809075117111206,-1.284349799156189,-0.27897441387176514,2.221774101257324
=,7,-2.246800661087036,-0.2508987486362457,7.508941173553467,-0.6443411707878113,-2.603318929672241,-2.501208543777466,0.17232412099838257,5.900435447692871,2.461334705352783,4.668208599090576,0.5216257572174072,2.9581127166748047,1.3485984802246094,2.205124616622925,-2.139094591140747,0.977043628692627,2.462792158126831,-2.728877544403076,0.20024316012859344,-1.212467074394226,-1.6237030029296875,0.04597262665629387,-9.404870986938477,0.7546252012252808,0.47007986903190613,0.37927761673927307,-2.7288033962249756,6.321426868438721,0.807707667350769,2.6928369998931885,-4.770050525665283,-2.280850410461426
2,8,-1.1627410650253296,0.8133132457733154,0.8433233499526978,0.016518928110599518,1.37613046169281,-1.0725427865982056,-0.5738742351531982,1.8637648820877075,3.4409046173095703,4.611505508422852,1.0732769966125488,2.8951547145843506,-3.0895440578460693,0.6212903261184692,-1.0583105087280273,-2.463996171951294,1.1240460872650146,-0.8873878121376038,-1.6714280843734741,-0.9863333106040955,-3.3845608234405518,1.6135025024414062,-5.024493217468262,-0.8976732492446899,-1.7973190546035767,-4.261250972747803,2.0383729934692383,4.060668468475342,0.6626794934272766,-2.4300241470336914,0.12542708218097687,-3.2115886211395264
`,9,-1.5854300260543823,2.251103639602661,2.5738651752471924,0.49961498379707336,-0.25330719351768494,-1.2373285293579102,-0.08780017495155334,2.6639034748077393,2.4531023502349854,4.428834438323975,-0.32590246200561523,4.05223274230957,-2.2509384155273438,0.34907254576683044,-2.2014143466949463,-1.2210835218429565,3.261077404022217,-0.1686018705368042,-1.0522606372833252,-4.409095287322998,-1.7741888761520386,2.170437812805176,0.024938270449638367,-0.9121487140655518,0.17190484702587128,-4.388427257537842,0.9908507466316223,4.805540561676025,2.017033338546753,-1.8922245502471924,-0.25760912895202637,-3.492689609527588
1,10,-0.10087530314922333,0.4183369576931,-1.5017852783203125,-0.41620558500289917,1.6668652296066284,-3.586500883102417,-0.8840612769126892,2.4754862785339355,1.695510745048523,4.0431108474731445,-0.12118479609489441,4.630475044250488,-2.3154633045196533,0.6325764656066895,-0.26726335287094116,-2.935880184173584,0.8474187850952148,-1.5892606973648071,-3.420278549194336,0.07358986139297485,-3.468454599380493,0.9797950983047485,-2.182302474975586,-0.006361400242894888,-2.5866127014160156,-2.081467628479004,1.2834463119506836,3.0725820064544678,0.28556618094444275,-0.5094185471534729,0.9818689823150635,-3.661531925201416
